,Ord_ID,Prod_ID,Ship_ID,Cust_ID,Sales,Discount,Order_Quantity,Product_Base_Margin
907,Ord_605,Prod_16,SHP_828,Cust_214,7857,0.02,21,0.83
908,Ord_605,Prod_8,SHP_828,Cust_214,319745,0.08,46,0.77
909,Ord_606,Prod_11,SHP_830,Cust_214,64083,0.01,24,0.66
910,Ord_606,Prod_15,SHP_830,Cust_214,540375,0.08,16,0.64
911,Ord_607,Prod_8,SHP_831,Cust_214,232336,0.08,13,0.48
912,Ord_608,Prod_16,SHP_832,Cust_1414,13641,0.0,18,0.58
913,Ord_608,Prod_6,SHP_832,Cust_1414,131265,0.07,42,0.04
914,Ord_609,Prod_9,SHP_833,Cust_206,76123,0.0,20,0.04
915,Ord_610,Prod_3,SHP_834,Cust_213,18716,0.01,26,0.35
916,Ord_611,Prod_6,SHP_835,Cust_211,1761,0.09,27,0.39
917,Ord_612,Prod_6,SHP_836,Cust_216,4405,0.07,7,0.36
918,Ord_612,Prod_9,SHP_836,Cust_216,387238,0.01,50,0.38
919,Ord_613,Prod_3,SHP_837,Cust_206,67103,0.07,47,0.38
920,Ord_614,Prod_3,SHP_838,Cust_217,38004,0.03,9,0.35
921,Ord_615,Prod_1,SHP_840,Cust_214,453866,0.0,40,0.78
922,Ord_615,Prod_10,SHP_840,Cust_214,337901,0.06,27,0.69
923,Ord_615,Prod_12,SHP_840,Cust_214,13032021,0.09,2,0.38
924,Ord_615,Prod_6,SHP_840,Cust_214,68752,0.08,15,0.38
925,Ord_616,Prod_2,SHP_843,Cust_214,381659,0.01,17,0.58
926,Ord_617,Prod_5,SHP_844,Cust_218,19429,0.01,10,0.49
927,Ord_618,Prod_13,SHP_845,Cust_219,19549,0.05,34,0.55
928,Ord_619,Prod_12,SHP_846,Cust_218,4793,0.04,13,0.38
929,Ord_620,Prod_12,SHP_848,Cust_214,16855,0.05,47,0.38
930,Ord_620,Prod_16,SHP_848,Cust_214,7703,0.08,26,0.84
931,Ord_621,Prod_2,SHP_849,Cust_219,93939,0.07,20,0.57
932,Ord_622,Prod_9,SHP_850,Cust_213,27933,0.0,3,0.38
933,Ord_623,Prod_8,SHP_851,Cust_206,36593,0.05,5,0.65
934,Ord_624,Prod_8,SHP_852,Cust_213,12022021,0.01,1,0.41
935,Ord_625,Prod_13,SHP_853,Cust_214,29426,0.0,48,0.06
936,Ord_625,Prod_15,SHP_853,Cust_214,43129,0.01,3,0.57
937,Ord_625,Prod_3,SHP_853,Cust_214,17042,0.01,36,0.38
938,Ord_626,Prod_15,SHP_856,Cust_206,54992,0.09,3,0.59
939,Ord_626,Prod_6,SHP_856,Cust_206,18209,0.0,26,0.37
940,Ord_627,Prod_2,SHP_857,Cust_211,28508,0.08,7,0.57
941,Ord_628,Prod_4,SHP_860,Cust_220,4775045,0.09,17,0.85
942,Ord_629,Prod_13,SHP_861,Cust_221,77763,0.03,44,0.56
943,Ord_630,Prod_6,SHP_862,Cust_209,37731,0.02,45,0.04
944,Ord_630,Prod_8,SHP_862,Cust_209,150017,0.06,40,0.51
945,Ord_631,Prod_6,SHP_864,Cust_211,20449,0.05,30,0.37
946,Ord_632,Prod_10,SHP_865,Cust_217,557292,0.07,41,0.77
947,Ord_633,Prod_3,SHP_866,Cust_206,397797,0.06,33,0.35
948,Ord_634,Prod_4,SHP_867,Cust_213,31167715,0.08,45,0.85
949,Ord_635,Prod_11,SHP_868,Cust_211,986272,0.02,16,0.68
950,Ord_636,Prod_6,SHP_869,Cust_209,20137,0.01,30,0.38
951,Ord_637,Prod_17,SHP_4189,Cust_1133,215108,0.03,14,0.56
952,Ord_637,Prod_8,SHP_4189,Cust_1133,93977,0.04,42,0.77
953,Ord_638,Prod_6,SHP_871,Cust_214,18728,0.06,42,0.04
954,Ord_639,Prod_4,SHP_872,Cust_209,7636485,0.06,8,0.57
955,Ord_640,Prod_15,SHP_873,Cust_223,1245763,0.08,45,0.06
956,Ord_641,Prod_12,SHP_874,Cust_212,11656,0.04,23,0.39
957,Ord_641,Prod_3,SHP_874,Cust_212,3235,0.08,16,0.37
958,Ord_642,Prod_4,SHP_876,Cust_212,117062,0.09,7,0.57
959,Ord_643,Prod_11,SHP_879,Cust_223,1589701,0.06,37,0.74
960,Ord_643,Prod_4,SHP_879,Cust_223,1265293,0.06,8,0.06
961,Ord_643,Prod_6,SHP_879,Cust_223,7208,0.04,16,0.04
962,Ord_644,Prod_15,SHP_881,Cust_212,272285,0.08,24,0.69
963,Ord_644,Prod_6,SHP_881,Cust_212,85152,0.08,19,0.37
964,Ord_644,Prod_8,SHP_881,Cust_212,5993,0.09,2,0.75
965,Ord_645,Prod_5,SHP_882,Cust_209,919,0.0,50,0.47
966,Ord_646,Prod_4,SHP_883,Cust_224,4532455,0.05,25,0.58
967,Ord_647,Prod_15,SHP_884,Cust_217,627683,0.09,23,0.56
968,Ord_648,Prod_4,SHP_885,Cust_198,2846361,0.08,27,0.59
969,Ord_648,Prod_6,SHP_885,Cust_198,12251,0.06,26,0.36
970,Ord_649,Prod_3,SHP_887,Cust_221,7104,0.07,39,0.37
971,Ord_650,Prod_16,SHP_888,Cust_1774,3354,0.08,4,0.58
972,Ord_650,Prod_8,SHP_888,Cust_1774,223266,0.01,16,0.79
973,Ord_651,Prod_3,SHP_889,Cust_225,17788,0.07,45,0.38
974,Ord_651,Prod_9,SHP_889,Cust_225,13959,0.0,30,0.37
975,Ord_652,Prod_8,SHP_891,Cust_224,25315,0.03,35,0.68
976,Ord_653,Prod_15,SHP_893,Cust_222,1027879,0.04,35,0.56
977,Ord_653,Prod_3,SHP_893,Cust_222,8302,0.08,22,0.38
978,Ord_654,Prod_3,SHP_894,Cust_212,5314,0.0,8,0.37
979,Ord_655,Prod_6,SHP_895,Cust_211,29537,0.04,50,0.36
980,Ord_656,Prod_7,SHP_896,Cust_198,5069,0.04,12,0.53
981,Ord_657,Prod_15,SHP_899,Cust_209,186594,0.04,11,0.62
982,Ord_657,Prod_4,SHP_899,Cust_209,2343076,0.06,24,0.58
983,Ord_657,Prod_8,SHP_899,Cust_209,78472,0.01,43,0.79
984,Ord_658,Prod_15,SHP_900,Cust_206,62764,0.05,5,0.64
985,Ord_659,Prod_12,SHP_901,Cust_223,6745,0.05,25,0.39
986,Ord_660,Prod_6,SHP_902,Cust_225,19994,0.01,28,0.37
987,Ord_661,Prod_5,SHP_903,Cust_207,128249,0.07,32,0.57
988,Ord_662,Prod_4,SHP_905,Cust_212,50675725,0.09,50,0.55
989,Ord_662,Prod_5,SHP_905,Cust_212,77344,0.08,41,0.49
990,Ord_662,Prod_6,SHP_905,Cust_212,88184,0.0,43,0.37
991,Ord_662,Prod_8,SHP_905,Cust_212,34642,0.05,22,0.42
992,Ord_663,Prod_15,SHP_907,Cust_212,224578,0.05,31,0.73
993,Ord_664,Prod_17,SHP_908,Cust_225,941814,0.09,20,0.59
994,Ord_665,Prod_17,SHP_909,Cust_223,10906,0.07,45,0.38
995,Ord_666,Prod_15,SHP_910,Cust_221,409576,0.03,43,0.66
996,Ord_666,Prod_2,SHP_910,Cust_221,18113,0.07,42,0.56
997,Ord_666,Prod_8,SHP_910,Cust_221,48237,0.03,22,0.06
998,Ord_667,Prod_1,SHP_913,Cust_211,703611,0.0,43,0.66
999,Ord_668,Prod_6,SHP_915,Cust_224,18788,0.08,50,0.35
1000,Ord_668,Prod_8,SHP_915,Cust_224,23548,0.03,45,0.41
1001,Ord_669,Prod_14,SHP_916,Cust_224,2087216,0.03,29,0.41
1002,Ord_670,Prod_3,SHP_917,Cust_218,15228,0.06,41,0.36
1003,Ord_671,Prod_3,SHP_918,Cust_209,12554,0.03,14,0.35
1004,Ord_672,Prod_6,SHP_919,Cust_224,22801,0.06,36,0.37
1005,Ord_673,Prod_8,SHP_920,Cust_198,575,0.02,2,0.04
1006,Ord_674,Prod_4,SHP_922,Cust_212,2404599,0.08,45,0.58
1007,Ord_674,Prod_8,SHP_922,Cust_212,60438,0.09,22,0.04
1008,Ord_675,Prod_5,SHP_923,Cust_226,149846,0.02,42,0.55
1009,Ord_675,Prod_8,SHP_923,Cust_226,13236,0.05,27,0.64
1010,Ord_676,Prod_13,SHP_925,Cust_225,98529,0.04,22,0.58
1011,Ord_677,Prod_4,SHP_926,Cust_224,657475,0.01,1,0.59
1012,Ord_677,Prod_5,SHP_926,Cust_224,32353,0.06,6,0.55
1013,Ord_678,Prod_6,SHP_928,Cust_209,11836,0.08,17,0.37
1014,Ord_679,Prod_6,SHP_929,Cust_227,8026,0.06,11,0.37
1015,Ord_680,Prod_9,SHP_930,Cust_198,39876,0.07,34,0.35
1016,Ord_681,Prod_7,SHP_931,Cust_206,6758,0.09,25,0.39
1017,Ord_682,Prod_13,SHP_933,Cust_228,26052021,0.01,5,0.44
1018,Ord_682,Prod_6,SHP_933,Cust_228,4877,0.0,6,0.04
1019,Ord_682,Prod_8,SHP_933,Cust_228,15924,0.09,19,0.49
1020,Ord_683,Prod_4,SHP_934,Cust_229,26348555,0.08,20,0.06
1021,Ord_683,Prod_6,SHP_934,Cust_229,281,0.01,46,0.37
1022,Ord_684,Prod_2,SHP_936,Cust_230,321387,0.08,47,0.41
1023,Ord_684,Prod_3,SHP_936,Cust_230,406405,0.06,33,0.37
1024,Ord_685,Prod_3,SHP_937,Cust_231,1014514,0.08,16,0.38
1025,Ord_686,Prod_13,SHP_940,Cust_232,33949,0.08,30,0.06
1026,Ord_686,Prod_3,SHP_940,Cust_232,132609,0.0,3,0.35
1027,Ord_687,Prod_15,SHP_942,Cust_233,118712,0.06,10,0.69
1028,Ord_687,Prod_6,SHP_942,Cust_233,10831,0.05,16,0.37
1029,Ord_688,Prod_4,SHP_943,Cust_234,2051016,0.02,36,0.59
1030,Ord_689,Prod_13,SHP_944,Cust_230,10678,0.0,29,0.56
1031,Ord_690,Prod_7,SHP_945,Cust_235,7937,0.07,25,0.04
1032,Ord_691,Prod_2,SHP_946,Cust_234,21812,0.02,36,0.06
1033,Ord_691,Prod_3,SHP_946,Cust_234,72983,0.07,34,0.38
1034,Ord_691,Prod_8,SHP_946,Cust_234,108319,0.03,36,0.51
1035,Ord_692,Prod_3,SHP_947,Cust_232,11838,0.04,16,0.39
1036,Ord_693,Prod_9,SHP_948,Cust_236,25389,0.01,45,0.35
1037,Ord_694,Prod_2,SHP_949,Cust_231,923597,0.04,32,0.52
1038,Ord_694,Prod_6,SHP_949,Cust_231,27438,0.08,48,0.36
1039,Ord_695,Prod_5,SHP_951,Cust_230,1772,0.02,8,0.53
1040,Ord_696,Prod_1,SHP_953,Cust_232,30962,0.0,21,0.56
1041,Ord_696,Prod_8,SHP_953,Cust_232,6561,0.08,9,0.68
1042,Ord_697,Prod_3,SHP_954,Cust_237,490199,0.04,16,0.38
1043,Ord_698,Prod_1,SHP_955,Cust_238,430579,0.0,30,0.56
1044,Ord_699,Prod_4,SHP_956,Cust_237,1991703,0.07,45,0.55
1045,Ord_700,Prod_10,SHP_957,Cust_239,228512,0.08,17,0.77
1046,Ord_700,Prod_11,SHP_957,Cust_239,91948,0.01,45,0.77
1047,Ord_700,Prod_5,SHP_957,Cust_239,293299,0.07,34,0.74
1048,Ord_701,Prod_9,SHP_959,Cust_240,35569,0.09,42,0.38
1049,Ord_702,Prod_2,SHP_960,Cust_241,29705,0.09,15,0.58
1050,Ord_702,Prod_9,SHP_960,Cust_241,10826,0.06,7,0.38
1051,Ord_703,Prod_11,SHP_962,Cust_237,147231,0.03,4,0.62
1052,Ord_703,Prod_12,SHP_962,Cust_237,6735,0.07,24,0.39
1053,Ord_704,Prod_7,SHP_963,Cust_242,1022024,0.01,1,0.37
1054,Ord_704,Prod_8,SHP_963,Cust_242,85742,0.07,29,0.64
1055,Ord_705,Prod_4,SHP_965,Cust_231,15806005,0.07,30,0.56
1056,Ord_705,Prod_5,SHP_965,Cust_231,44672,0.05,22,0.47
1057,Ord_706,Prod_2,SHP_966,Cust_242,1600229,0.09,47,0.57
1058,Ord_706,Prod_3,SHP_966,Cust_242,18226,0.01,9,0.35
1059,Ord_707,Prod_17,SHP_969,Cust_243,356527,0.04,7,0.56
1060,Ord_707,Prod_6,SHP_969,Cust_243,24101,0.0,50,0.36
1061,Ord_708,Prod_12,SHP_970,Cust_243,20902,0.04,32,0.39
1062,Ord_709,Prod_8,SHP_971,Cust_233,72992,0.0,33,0.06
1063,Ord_710,Prod_4,SHP_973,Cust_244,2529396,0.06,25,0.59
1064,Ord_710,Prod_5,SHP_973,Cust_244,259308,0.0,32,0.74
1065,Ord_711,Prod_15,SHP_974,Cust_232,44143,0.06,3,0.57
1066,Ord_711,Prod_4,SHP_974,Cust_232,21456975,0.08,18,0.58
1067,Ord_712,Prod_8,SHP_976,Cust_245,171266,0.01,12,0.79
1068,Ord_713,Prod_5,SHP_977,Cust_231,31031,0.02,20,0.48
1069,Ord_714,Prod_5,SHP_978,Cust_246,24698,0.01,35,0.56
1070,Ord_715,Prod_6,SHP_979,Cust_230,23339,0.06,35,0.37
1071,Ord_716,Prod_3,SHP_980,Cust_233,13531,0.06,23,0.39
1072,Ord_717,Prod_17,SHP_981,Cust_230,18166,0.0,9,0.04
1073,Ord_718,Prod_8,SHP_982,Cust_247,119496,0.04,29,0.07
1074,Ord_719,Prod_4,SHP_983,Cust_248,12233795,0.08,23,0.58
1075,Ord_720,Prod_3,SHP_985,Cust_249,12869,0.04,28,0.35
1076,Ord_721,Prod_8,SHP_986,Cust_250,68627,0.06,17,0.77
1077,Ord_722,Prod_1,SHP_987,Cust_240,24263,0.0,19,0.57
1078,Ord_723,Prod_17,SHP_988,Cust_250,472985,0.03,45,0.37
1079,Ord_724,Prod_15,SHP_989,Cust_229,485205,0.0,36,0.74
1080,Ord_725,Prod_6,SHP_990,Cust_243,7033,0.01,5,0.39
1081,Ord_726,Prod_4,SHP_991,Cust_251,677518,0.09,39,0.57
1082,Ord_727,Prod_10,SHP_7074,Cust_1723,364545,0.04,30,0.68
1083,Ord_727,Prod_8,SHP_7074,Cust_1723,30205,0.0,9,0.64
1084,Ord_728,Prod_13,SHP_993,Cust_238,6612,0.09,24,0.56
1085,Ord_729,Prod_13,SHP_994,Cust_230,10986,0.07,34,0.48
1086,Ord_730,Prod_15,SHP_995,Cust_253,129791,0.03,49,0.55
1087,Ord_731,Prod_5,SHP_996,Cust_239,205282,0.05,30,0.78
1088,Ord_732,Prod_8,SHP_997,Cust_241,190579,0.01,46,0.54
1089,Ord_733,Prod_3,SHP_998,Cust_237,6888,0.0,24,0.39
1090,Ord_734,Prod_13,SHP_999,Cust_231,11079,0.01,11,0.06
1091,Ord_735,Prod_5,SHP_1000,Cust_237,82363,0.03,44,0.39
1092,Ord_735,Prod_6,SHP_1000,Cust_237,28673,0.05,42,0.37
1093,Ord_736,Prod_15,SHP_1003,Cust_254,381942,0.01,44,0.66
1094,Ord_736,Prod_5,SHP_1003,Cust_254,20878,0.05,42,0.51
1095,Ord_737,Prod_10,SHP_1004,Cust_240,64778,0.0,6,0.62
1096,Ord_738,Prod_4,SHP_1005,Cust_241,26926895,0.03,49,0.55
1097,Ord_738,Prod_7,SHP_1005,Cust_241,15119,0.03,38,0.39
1098,Ord_739,Prod_9,SHP_1007,Cust_255,10273,0.03,16,0.36
1099,Ord_740,Prod_4,SHP_1008,Cust_245,10266385,0.0,18,0.59
1100,Ord_740,Prod_8,SHP_1008,Cust_245,16737,0.01,4,0.64
1101,Ord_741,Prod_4,SHP_1010,Cust_238,24054575,0.01,40,0.59
1102,Ord_742,Prod_4,SHP_1011,Cust_254,21628165,0.01,20,0.59
1103,Ord_743,Prod_17,SHP_1012,Cust_231,539327,0.01,22,0.56
1104,Ord_743,Prod_2,SHP_1012,Cust_231,39976,0.04,27,0.58
1105,Ord_744,Prod_2,SHP_1014,Cust_1061,36899,0.09,48,0.58
1106,Ord_744,Prod_8,SHP_1014,Cust_1061,26463,0.02,9,0.75
1107,Ord_745,Prod_5,SHP_1015,Cust_242,2393,0.06,34,0.37
1108,Ord_745,Prod_6,SHP_1015,Cust_242,26041,0.0,38,0.04
1109,Ord_746,Prod_12,SHP_1017,Cust_248,7337,0.04,24,0.37
1110,Ord_746,Prod_6,SHP_1017,Cust_248,5276,0.0,50,0.38
1111,Ord_746,Prod_8,SHP_1017,Cust_248,307583,0.03,50,0.05
1112,Ord_747,Prod_1,SHP_1020,Cust_238,27133,0.07,29,0.06
1113,Ord_747,Prod_17,SHP_1020,Cust_238,480044,0.08,32,0.38
1114,Ord_748,Prod_1,SHP_1022,Cust_250,20668,0.0,2,0.81
1115,Ord_749,Prod_3,SHP_1023,Cust_256,3675,0.06,19,0.37
1116,Ord_749,Prod_8,SHP_1023,Cust_256,11152,0.09,41,0.05
1117,Ord_750,Prod_5,SHP_1024,Cust_248,9786,0.04,6,0.39
1118,Ord_751,Prod_5,SHP_1025,Cust_195,17344,0.05,42,0.49
1119,Ord_752,Prod_10,SHP_1028,Cust_248,747778,0.09,31,0.59
1120,Ord_752,Prod_5,SHP_1028,Cust_248,27039,0.01,24,0.52
1121,Ord_752,Prod_6,SHP_1028,Cust_248,20135,0.02,30,0.04
1122,Ord_753,Prod_3,SHP_1030,Cust_232,4397,0.04,22,0.37
1123,Ord_754,Prod_15,SHP_3297,Cust_257,615252,0.08,39,0.62
1124,Ord_754,Prod_4,SHP_3297,Cust_257,4669475,0.01,16,0.39
1125,Ord_755,Prod_13,SHP_1032,Cust_258,2017,0.05,5,0.56
1126,Ord_755,Prod_16,SHP_1032,Cust_258,23598,0.03,21,0.57
1127,Ord_756,Prod_8,SHP_1033,Cust_229,19596,0.01,19,0.64
1128,Ord_757,Prod_14,SHP_1034,Cust_231,660792,0.06,34,0.46
1129,Ord_758,Prod_6,SHP_1035,Cust_237,27894,0.01,30,0.04
1130,Ord_759,Prod_5,SHP_1036,Cust_245,854904,0.03,42,0.59
1131,Ord_760,Prod_8,SHP_1037,Cust_244,67094,0.02,15,0.55
1132,Ord_761,Prod_7,SHP_1039,Cust_237,3292,0.05,8,0.53
1133,Ord_761,Prod_8,SHP_1039,Cust_237,954418,0.0,36,0.51
1134,Ord_762,Prod_6,SHP_1040,Cust_237,33691,0.01,11,0.04
1135,Ord_763,Prod_15,SHP_1041,Cust_239,173559,0.02,11,0.77
1136,Ord_763,Prod_2,SHP_1041,Cust_239,13852,0.03,20,0.06
1137,Ord_764,Prod_2,SHP_1043,Cust_241,44335,0.02,37,0.58
1138,Ord_764,Prod_5,SHP_1043,Cust_241,39261,0.08,41,0.45
1139,Ord_764,Prod_6,SHP_1043,Cust_241,3085,0.03,4,0.36
1140,Ord_765,Prod_13,SHP_1045,Cust_251,108122,0.08,25,0.58
1141,Ord_765,Prod_5,SHP_1045,Cust_251,3641,0.01,14,0.41
1142,Ord_766,Prod_11,SHP_1047,Cust_259,520583,0.08,45,0.63
1143,Ord_767,Prod_10,SHP_1049,Cust_258,341638,0.01,32,0.78
1144,Ord_767,Prod_6,SHP_1049,Cust_258,14281,0.01,14,0.36
1145,Ord_768,Prod_11,SHP_1051,Cust_195,463662,0.01,24,0.79
1146,Ord_768,Prod_6,SHP_1051,Cust_195,10011,0.07,20,0.38
1147,Ord_769,Prod_11,SHP_1052,Cust_260,514008,0.06,36,0.69
1148,Ord_770,Prod_2,SHP_1053,Cust_202,63308,0.04,14,0.56
1149,Ord_770,Prod_5,SHP_1053,Cust_202,11042,0.09,22,0.51
1150,Ord_771,Prod_2,SHP_1055,Cust_257,2534,0.01,5,0.06
1151,Ord_771,Prod_3,SHP_1055,Cust_257,17857,0.05,11,0.36
1152,Ord_772,Prod_6,SHP_1058,Cust_239,199394,0.04,41,0.37
1153,Ord_773,Prod_4,SHP_1060,Cust_232,18090125,0.01,25,0.35
1154,Ord_774,Prod_8,SHP_1061,Cust_237,3196,0.01,1,0.05
1155,Ord_775,Prod_6,SHP_1062,Cust_256,25389,0.09,40,0.37
1156,Ord_775,Prod_8,SHP_1062,Cust_256,76726,0.07,25,0.74
1157,Ord_776,Prod_8,SHP_1064,Cust_261,7364,0.07,44,0.51
1158,Ord_777,Prod_1,SHP_1065,Cust_245,77053,0.04,44,0.58
1159,Ord_777,Prod_4,SHP_1065,Cust_245,603347,0.08,13,0.35
1160,Ord_778,Prod_14,SHP_1067,Cust_262,78137,0.09,40,0.46
1161,Ord_778,Prod_6,SHP_1067,Cust_262,16492,0.04,31,0.38
1162,Ord_779,Prod_17,SHP_1069,Cust_250,1260099,0.05,30,0.56
1163,Ord_779,Prod_5,SHP_1069,Cust_250,50774,0.05,8,0.72
1164,Ord_780,Prod_9,SHP_1071,Cust_240,18113,0.0,47,0.39
1165,Ord_781,Prod_1,SHP_1072,Cust_1012,116059,0.01,13,0.83
1166,Ord_781,Prod_5,SHP_1072,Cust_1012,20604,0.0,9,0.47
1167,Ord_782,Prod_11,SHP_1073,Cust_250,209794,0.07,7,0.76
1168,Ord_782,Prod_17,SHP_1073,Cust_250,465735,0.05,16,0.06
1169,Ord_782,Prod_5,SHP_1073,Cust_250,66839,0.07,22,0.44
1170,Ord_783,Prod_6,SHP_1076,Cust_251,246,0.01,44,0.36
1171,Ord_784,Prod_6,SHP_1077,Cust_233,87132,0.01,23,0.36
1172,Ord_785,Prod_2,SHP_1078,Cust_238,46849,0.03,8,0.56
1173,Ord_785,Prod_5,SHP_1078,Cust_238,44653,0.04,48,0.59
1174,Ord_785,Prod_6,SHP_1078,Cust_238,21785,0.02,5,0.36
1175,Ord_786,Prod_17,SHP_1080,Cust_263,426073,0.07,44,0.39
1176,Ord_787,Prod_3,SHP_1081,Cust_1012,2451,0.06,2,0.04
1177,Ord_787,Prod_5,SHP_1081,Cust_1012,19675,0.03,22,0.41
1178,Ord_788,Prod_3,SHP_1082,Cust_238,147739,0.03,40,0.35
1179,Ord_789,Prod_5,SHP_1083,Cust_264,74014,0.06,37,0.49
1180,Ord_790,Prod_15,SHP_1084,Cust_251,17362,0.09,5,0.58
1181,Ord_790,Prod_3,SHP_1084,Cust_251,1647,0.01,8,0.38
1182,Ord_790,Prod_5,SHP_1084,Cust_251,69097,0.03,50,0.43
1183,Ord_791,Prod_4,SHP_1087,Cust_244,20240285,0.01,21,0.59
1184,Ord_792,Prod_4,SHP_1088,Cust_255,4054058,0.09,40,0.06
1185,Ord_793,Prod_11,SHP_1090,Cust_245,445265,0.09,30,0.55
1186,Ord_793,Prod_9,SHP_1090,Cust_245,283319,0.06,34,0.38
1187,Ord_794,Prod_11,SHP_1092,Cust_232,1324404,0.05,39,0.66
1188,Ord_794,Prod_16,SHP_1092,Cust_232,32195,0.03,29,0.57
1189,Ord_795,Prod_15,SHP_1093,Cust_258,119362,0.08,13,0.66
1190,Ord_795,Prod_5,SHP_1093,Cust_258,36323,0.05,47,0.42
1191,Ord_796,Prod_5,SHP_1095,Cust_247,278088,0.07,27,0.61
1192,Ord_797,Prod_15,SHP_1099,Cust_265,353739,0.0,19,0.69
1193,Ord_797,Prod_3,SHP_1099,Cust_265,3376,0.04,16,0.36
1194,Ord_797,Prod_6,SHP_1099,Cust_265,8166,0.05,15,0.38
1195,Ord_797,Prod_8,SHP_1099,Cust_265,98624,0.02,18,0.62
1196,Ord_798,Prod_12,SHP_1100,Cust_265,4974,0.0,13,0.37
1197,Ord_799,Prod_5,SHP_1101,Cust_231,48039,0.01,21,0.41
1198,Ord_800,Prod_17,SHP_1102,Cust_230,1190455,0.0,44,0.56
1199,Ord_801,Prod_5,SHP_1103,Cust_261,33295,0.05,33,0.55
1200,Ord_802,Prod_13,SHP_1104,Cust_257,44736,0.01,42,0.06
1201,Ord_803,Prod_3,SHP_1105,Cust_238,5393,0.04,26,0.38
1202,Ord_804,Prod_3,SHP_1106,Cust_257,4326,0.01,9,0.36
1203,Ord_804,Prod_6,SHP_1106,Cust_257,17403,0.02,25,0.37
1204,Ord_805,Prod_3,SHP_1107,Cust_231,11908,0.07,44,0.38
1205,Ord_806,Prod_12,SHP_1109,Cust_237,12165,0.05,42,0.36
1206,Ord_806,Prod_4,SHP_1109,Cust_237,103105,0.09,2,0.56
1207,Ord_806,Prod_5,SHP_1109,Cust_237,19022021,0.05,2,0.43
1208,Ord_807,Prod_4,SHP_1110,Cust_232,15463965,0.07,28,0.59
1209,Ord_807,Prod_5,SHP_1110,Cust_232,2638,0.0,7,0.55
1210,Ord_808,Prod_10,SHP_1112,Cust_238,19351,0.01,11,0.66
1211,Ord_809,Prod_17,SHP_1113,Cust_266,1877576,0.03,45,0.36
1212,Ord_810,Prod_3,SHP_1114,Cust_229,44789,0.0,48,0.38
1213,Ord_811,Prod_1,SHP_1115,Cust_239,18919,0.08,12,0.59
1214,Ord_812,Prod_17,SHP_1116,Cust_232,6975,0.02,28,0.38
1215,Ord_813,Prod_2,SHP_1117,Cust_257,4972,0.0,7,0.59
1216,Ord_814,Prod_5,SHP_1118,Cust_267,19872,0.01,4,0.57
1217,Ord_815,Prod_17,SHP_1119,Cust_237,95529,0.05,8,0.04
1218,Ord_816,Prod_2,SHP_1121,Cust_240,10937,0.01,10,0.59
1219,Ord_816,Prod_6,SHP_1121,Cust_240,1091975,0.0,1,0.36
1220,Ord_816,Prod_8,SHP_1121,Cust_240,14611,0.01,43,0.42
1221,Ord_817,Prod_5,SHP_1123,Cust_266,18407,0.04,8,0.51
1222,Ord_818,Prod_6,SHP_1125,Cust_268,57397,0.05,39,0.37
1223,Ord_819,Prod_6,SHP_1126,Cust_249,12916,0.07,20,0.37
1224,Ord_820,Prod_11,SHP_1127,Cust_1072,722742,0.09,48,0.55
1225,Ord_820,Prod_4,SHP_1127,Cust_1072,1836187,0.06,39,0.83
1226,Ord_820,Prod_6,SHP_1127,Cust_1072,84355,0.08,29,0.04
1227,Ord_821,Prod_6,SHP_1128,Cust_254,26096,0.09,40,0.37
1228,Ord_822,Prod_3,SHP_1129,Cust_258,26381,0.03,47,0.37
1229,Ord_823,Prod_5,SHP_3776,Cust_246,6076,0.03,16,0.44
1230,Ord_823,Prod_6,SHP_3776,Cust_246,61734,0.06,49,0.38
1231,Ord_824,Prod_15,SHP_1131,Cust_268,363691,0.0,29,0.74
1232,Ord_825,Prod_14,SHP_1132,Cust_247,2766392,0.05,8,0.37
1233,Ord_826,Prod_4,SHP_1133,Cust_268,2744361,0.01,16,0.06
1234,Ord_827,Prod_4,SHP_1134,Cust_240,1201934,0.03,49,0.56
1235,Ord_827,Prod_5,SHP_1134,Cust_240,39584,0.0,38,0.48
1236,Ord_828,Prod_6,SHP_1136,Cust_264,20654,0.02,31,0.36
1237,Ord_829,Prod_11,SHP_1137,Cust_1354,9501624,0.07,43,0.78
1238,Ord_829,Prod_6,SHP_1137,Cust_1354,31814,0.01,25,0.38
1239,Ord_830,Prod_8,SHP_1138,Cust_243,17705,0.0,5,0.43
1240,Ord_831,Prod_8,SHP_1139,Cust_256,118403,0.04,40,0.75
1241,Ord_832,Prod_3,SHP_1140,Cust_195,472283,0.01,27,0.04
1242,Ord_833,Prod_6,SHP_1141,Cust_235,13016,0.01,23,0.36
1243,Ord_834,Prod_16,SHP_1142,Cust_269,5062021,0.01,1,0.84
1244,Ord_835,Prod_5,SHP_1143,Cust_270,1039,0.07,4,0.51
1245,Ord_836,Prod_1,SHP_1144,Cust_1037,34018,0.09,39,0.79
1246,Ord_836,Prod_13,SHP_1144,Cust_1037,132759,0.05,35,0.59
1247,Ord_836,Prod_8,SHP_1144,Cust_1037,13014,0.04,4,0.74
1248,Ord_837,Prod_16,SHP_1147,Cust_272,11155,0.05,35,0.84
1249,Ord_837,Prod_3,SHP_1147,Cust_272,18161,0.03,44,0.38
1250,Ord_838,Prod_5,SHP_1148,Cust_273,96106,0.05,28,0.55
1251,Ord_838,Prod_8,SHP_1148,Cust_273,143595,0.05,36,0.51
